0,-87.9941
1,-38.8069
2,32.6753
3,37.3995
4,39.2352
5,39.9058
6,40.0565
7,39.9612
8,39.7521
9,39.5016
10,39.251
11,39.0219
12,38.8236
13,38.6572
14,38.5197
15,38.406
16,38.3109
17,38.2294
18,38.157
19,38.09
20,38.0255
21,37.9611
22,37.8949
23,37.8255
24,37.7518
25,37.6732
26,37.589
27,37.499
28,37.403
29,37.3008
30,37.1925
31,37.0781
32,36.9577
33,36.8315
34,36.6996
35,36.5622
36,36.4195
37,36.2716
38,36.1188
39,35.9613
40,35.7992
41,35.6328
42,35.4622
43,35.2875
44,35.1091
45,34.927
46,34.7414
47,34.5524
48,34.3602
49,34.165
50,33.9668
51,33.7659
52,33.5622
53,33.3561
54,33.1475
55,32.9365
56,32.7234
57,32.5082
58,32.291
59,32.0719
60,31.851
61,31.6284
62,31.4042
63,31.1785
64,30.9514
65,30.7229
66,30.4932
67,30.2622
68,30.0302
69,29.7972
70,29.5632
71,29.3283
72,29.0926
73,28.8561
74,28.6189
75,28.3812
76,28.1428
77,27.904
78,27.6647
79,27.425
80,27.1849
81,26.9446
82,26.7039
83,26.4631
84,26.222
85,25.9808
86,25.7395
87,25.4981
88,25.2567
89,25.0152
90,24.7737
91,24.5322
92,24.2907
93,24.0493
94,23.808
95,23.5667
96,23.3255
97,23.0843
98,22.8433
99,22.6023
100,22.3614
101,22.1206
102,21.8799
103,21.6393
104,21.3987
105,21.1581
106,20.9176
107,20.6771
108,20.4366
109,20.1961
110,19.9556
111,19.715
112,19.4743
113,19.2336
114,18.9927
115,18.7516
116,18.5104
117,18.2689
118,18.0272
119,17.7852
120,17.5429
121,17.3003
122,17.0573
123,16.8139
124,16.57
125,16.3256
126,16.0807
127,15.8353
128,15.5892
129,15.3425
130,15.0951
131,14.8469
132,14.598
133,14.3482
134,14.0976
135,13.846
136,13.5935
137,13.34
138,13.0854
139,12.8298
140,12.5729
141,12.3148
142,12.0554
143,11.7947
144,11.5326
145,11.269
146,11.0039
147,10.7373
148,10.4689
149,10.1988
150,9.9269
151,9.6532
152,9.3775
153,9.0997
154,8.8198
155,8.5377
156,8.2533
157,7.9665
158,7.6771
159,7.3852
160,7.0905
161,6.7929
162,6.4923
163,6.1887
164,5.8817
165,5.5714
166,5.2574
167,4.9397
168,4.6181
169,4.2923
170,3.9622
171,3.6275
172,3.288
173,2.9434
174,2.5935
175,2.2379
176,1.8765
177,1.5087
178,1.1344
179,0.7531
180,0.3644
181,-0.032
182,-0.4366
183,-0.8498
184,-1.272
185,-1.7038
186,-2.1456
187,-2.5978
188,-3.0609
189,-3.5353
190,-4.0214
191,-4.5195
192,-5.03
193,-5.5531
194,-6.0889
195,-6.6376
196,-7.1989
197,-7.7729
198,-8.3592
199,-8.9574
200,-9.5671
201,-10.1878
202,-10.8187
203,-11.4592
204,-12.1084
205,-12.7656
206,-13.4299
207,-14.1006
208,-14.7768
209,-15.4577
210,-16.1427
211,-16.831
212,-17.522
213,-18.2152
214,-18.91
215,-19.606
216,-20.303
217,-21.0005
218,-21.6985
219,-22.3967
220,-23.095
221,-23.7936
222,-24.4922
223,-25.1911
224,-25.8901
225,-26.5894
226,-27.2891
227,-27.9892
228,-28.6897
229,-29.3907
230,-30.0924
231,-30.7947
232,-31.4977
233,-32.2015
234,-32.9061
235,-33.6118
236,-34.3185
237,-35.0265
238,-35.7359
239,-36.4468
240,-37.1596
241,-37.8743
242,-38.5911
243,-39.3105
244,-40.0324
245,-40.7573
246,-41.4853
247,-42.2166
248,-42.9514
249,-43.6899
250,-44.4322
251,-45.1785
252,-45.9289
253,-46.6835
254,-47.4424
255,-48.2057
256,-48.9734
257,-49.7457
258,-50.5226
259,-51.3044
260,-52.0913
261,-52.8833
262,-53.6809
263,-54.4842
264,-55.2937
265,-56.1098
266,-56.9329
267,-57.7635
268,-58.6021
269,-59.4493
270,-60.3058
271,-61.172
272,-62.0487
273,-62.9365
274,-63.8358
275,-64.7471
276,-65.6709
277,-66.6072
278,-67.5561
279,-68.5173
280,-69.4899
281,-70.4729
282,-71.4644
283,-72.462
284,-73.4624
285,-74.4615
286,-75.4544
287,-76.4351
288,-77.3971
289,-78.3333
290,-79.2362
291,-80.0986
292,-80.9141
293,-81.6768
294,-82.3826
295,-83.0286
296,-83.614
297,-84.139
298,-84.6057
299,-85.0169
300,-85.3767
301,-85.6892
302,-85.9592
303,-86.1911
304,-86.3897
305,-86.559
306,-86.7029
307,-86.825
308,-86.9284
309,-87.0159
310,-87.0899
311,-87.1524
312,-87.2052
313,-87.2499
314,-87.2878
315,-87.3199
316,-87.3472
317,-87.3704
318,-87.3903
319,-87.4073
320,-87.422
321,-87.4347
322,-87.4458
323,-87.4555
324,-87.464
325,-87.4715
326,-87.4783
327,-87.4843
328,-87.4898
329,-87.4949
330,-87.4995
331,-87.5038
332,-87.5078
333,-87.5116
334,-87.5151
335,-87.5185
336,-87.5218
337,-87.5249
338,-87.5279
339,-87.5309
340,-87.5337
341,-87.5365
342,-87.5393
343,-87.542
344,-87.5446
345,-87.5472
346,-87.5498
347,-87.5523
348,-87.5548
349,-87.5573
350,-87.5597
351,-87.5622
352,-87.5646
353,-87.567
354,-87.5694
355,-87.5717
356,-87.5741
357,-87.5764
358,-87.5787
359,-87.581
360,-87.5833
361,-87.5856
362,-87.5878
363,-87.5901
364,-87.5923
365,-87.5945
366,-87.5967
367,-87.5989
368,-87.6011
369,-87.6033
370,-87.6054
371,-87.6076
372,-87.6097
373,-87.6118
374,-87.6139
375,-87.616
376,-87.6181
377,-87.6202
378,-87.6222
379,-87.6243
380,-87.6263
381,-87.6284
382,-87.6304
383,-87.6324
384,-87.6344
385,-87.6364
386,-87.6383
387,-87.6403
388,-87.6422
389,-87.6442
390,-87.6461
391,-87.648
392,-87.6499
393,-87.6518
394,-87.6537
395,-87.6556
396,-87.6575
397,-87.6593
398,-87.6612
399,-87.663
400,-87.6648
401,-87.6666
402,-87.6684
403,-87.6702
404,-87.672
405,-87.6738
406,-87.6756
407,-87.6773
408,-87.6791
409,-87.6808
410,-87.6825
411,-87.6842
412,-87.686
413,-87.6877
414,-87.6893
415,-87.691
416,-87.6927
417,-87.6944
418,-87.696
419,-87.6976
420,-87.6993
421,-87.7009
422,-87.7025
423,-87.7041
424,-87.7057
425,-87.7073
426,-87.7089
427,-87.7105
428,-87.712
429,-87.7136
430,-87.7151
431,-87.7167
432,-87.7182
433,-87.7197
434,-87.7212
435,-87.7227
436,-87.7242
437,-87.7257
438,-87.7272
439,-87.7287
440,-87.7301
441,-87.7316
442,-87.733
443,-87.7345
444,-87.7359
445,-87.7373
446,-87.7388
447,-87.7402
448,-87.7416
449,-87.743
450,-87.7443
451,-87.7457
452,-87.7471
453,-87.7484
454,-87.7498
455,-87.7511
456,-87.7525
457,-87.7538
458,-87.7551
459,-87.7565
460,-87.7578
461,-87.7591
462,-87.7604
463,-87.7617
464,-87.7629
465,-87.7642
466,-87.7655
467,-87.7667
468,-87.768
469,-87.7692
470,-87.7705
471,-87.7717
472,-87.7729
473,-87.7742
474,-87.7754
475,-87.7766
476,-87.7778
477,-87.779
478,-87.7802
479,-87.7813
480,-87.7825
481,-87.7837
482,-87.7848
483,-87.786
484,-87.7871
485,-87.7883
486,-87.7894
487,-87.7906
488,-87.7917
489,-87.7928
490,-87.7939
491,-87.795
492,-87.7961
493,-87.7972
494,-87.7983
495,-87.7994
496,-87.8004
497,-87.8015
498,-87.8026
499,-87.8036
500,-87.8047
501,-87.8057
502,-87.8068
503,-87.8078
504,-87.8088
505,-87.8099
506,-87.8109
507,-87.8119
508,-87.8129
509,-87.8139
510,-87.8149
511,-87.8159
512,-87.8169
513,-87.8179
514,-87.8188
515,-87.8198
516,-87.8208
517,-87.8217
518,-87.8227
519,-87.8237
520,-87.8246
521,-87.8255
522,-87.8265
523,-87.8274
524,-87.8283
525,-87.8292
526,-87.8302
527,-87.8311
528,-87.832
529,-87.8329
530,-87.8338
531,-87.8347
532,-87.8355
533,-87.8364
534,-87.8373
535,-87.8382
536,-87.839
537,-87.8399
538,-87.8408
539,-87.8416
540,-87.8425
541,-87.8433
542,-87.8442
543,-87.845
544,-87.8458
545,-87.8466
546,-87.8475
547,-87.8483
548,-87.8491
549,-87.8499
550,-87.8507
551,-87.8515
552,-87.8523
553,-87.8531
554,-87.8539
555,-87.8547
556,-87.8555
557,-87.8562
558,-87.857
559,-87.8578
560,-87.8585
561,-87.8593
562,-87.8601
563,-87.8608
564,-87.8616
565,-87.8623
566,-87.863
567,-87.8638
568,-87.8645
569,-87.8652
570,-87.866
571,-87.8667
572,-87.8674
573,-87.8681
574,-87.8688
575,-87.8695
576,-87.8702
577,-87.8709
578,-87.8716
579,-87.8723
580,-87.873
581,-87.8737
582,-87.8744
583,-87.8751
584,-87.8757
585,-87.8764
586,-87.8771
587,-87.8777
588,-87.8784
589,-87.8791
590,-87.8797
591,-87.8804
592,-87.881
593,-87.8816
594,-87.8823
595,-87.8829
596,-87.8836
597,-87.8842
598,-87.8848
599,-87.8854
600,-87.8861
601,-87.8867
602,-87.8873
603,-87.8879
604,-87.8885
605,-87.8891
606,-87.8897
607,-87.8903
608,-87.8909
609,-87.8915
610,-87.8921
611,-87.8927
612,-87.8933
613,-87.8939
614,-87.8944
615,-87.895
616,-87.8956
617,-87.8961
618,-87.8967
619,-87.8973
620,-87.8978
621,-87.8984
622,-87.899
623,-87.8995
624,-87.9001
625,-87.9006
626,-87.9011
627,-87.9017
628,-87.9022
629,-87.9028
630,-87.9033
631,-87.9038
632,-87.9044
633,-87.9049
634,-87.9054
635,-87.9059
636,-87.9064
637,-87.907
638,-87.9075
639,-87.908
640,-87.9085
641,-87.909
642,-87.9095
643,-87.91
644,-87.9105
645,-87.911
646,-87.9115
647,-87.912
648,-87.9125
649,-87.9129
650,-87.9134
651,-87.9139
652,-87.9144
653,-87.9149
654,-87.9153
655,-87.9158
656,-87.9163
657,-87.9167
658,-87.9172
659,-87.9177
660,-87.9181
661,-87.9186
662,-87.919
663,-87.9195
664,-87.9199
665,-87.9204
666,-87.9208
667,-87.9213
668,-87.9217
669,-87.9222
670,-87.9226
671,-87.923
672,-87.9235
673,-87.9239
674,-87.9243
675,-87.9247
676,-87.9252
677,-87.9256
678,-87.926
679,-87.9264
680,-87.9269
681,-87.9273
682,-87.9277
683,-87.9281
684,-87.9285
685,-87.9289
686,-87.9293
687,-87.9297
688,-87.9301
689,-87.9305
690,-87.9309
691,-87.9313
692,-87.9317
693,-87.9321
694,-87.9325
695,-87.9329
696,-87.9332
697,-87.9336
698,-87.934
699,-87.9344
700,-87.9348
701,-87.9351
702,-87.9355
703,-87.9359
704,-87.9363
705,-87.9366
706,-87.937
707,-87.9374
708,-87.9377
709,-87.9381
710,-87.9385
711,-87.9388
712,-87.9392
713,-87.9395
714,-87.9399
715,-87.9402
716,-87.9406
717,-87.9409
718,-87.9413
719,-87.9416
720,-87.942
721,-87.9423
722,-87.9426
723,-87.943
724,-87.9433
725,-87.9437
726,-87.944
727,-87.9443
728,-87.9447
729,-87.945
730,-87.9453
731,-87.9456
732,-87.946
733,-87.9463
734,-87.9466
735,-87.9469
736,-87.9472
737,-87.9476
738,-87.9479
739,-87.9482
740,-87.9485
741,-87.9488
742,-87.9491
743,-87.9494
744,-87.9497
745,-87.95
746,-87.9503
747,-87.9507
748,-87.951
749,-87.9513
750,-87.9516
751,-87.9518
752,-87.9521
753,-87.9524
754,-87.9527
755,-87.953
756,-87.9533
757,-87.9536
758,-87.9539
759,-87.9542
760,-87.9545
761,-87.9547
762,-87.955
763,-87.9553
764,-87.9556
765,-87.9559
766,-87.9561
767,-87.9564
768,-87.9567
769,-87.957
770,-87.9572
771,-87.9575
772,-87.9578
773,-87.958
774,-87.9583
775,-87.9586
776,-87.9588
777,-87.9591
778,-87.9594
779,-87.9596
780,-87.9599
781,-87.9601
782,-87.9604
783,-87.9606
784,-87.9609
785,-87.9612
786,-87.9614
787,-87.9617
788,-87.9619
789,-87.9622
790,-87.9624
791,-87.9627
792,-87.9629
793,-87.9631
794,-87.9634
795,-87.9636
796,-87.9639
797,-87.9641
798,-87.9643
799,-87.9646
800,-87.9648
801,-87.9651
802,-87.9653
803,-87.9655
804,-87.9658
805,-87.966
